block,x,y,z,player,worldName,time
TORCH,-155,63,-86,15,world,2719967
OAK_PLANKS,-157,63,-89,15,world,2720537
OAK_PLANKS,-157,63,-91,15,world,2721640
OAK_LOG,-156,63,-89,15,world,2722774
OAK_PLANKS,-158,64,-89,15,world,2723120
OAK_PLANKS,-156,63,-86,15,world,2723730
OAK_PLANKS,-155,63,-87,15,world,2723686
GLASS_PANE,-156,63,-90,15,world,2725614
OAK_PLANKS,-157,64,-87,15,world,2728971
OAK_PLANKS,-153,63,-89,15,world,2730518
OAK_PLANKS,-147,63,-91,15,world,2737479
BIRCH_PLANKS,-149,63,-94,15,world,2740396
BIRCH_LOG,-124,73,-93,15,world,2741464
GLASS_PANE,-124,73,-93,15,world,2742050
FIRE,-133,64,-94,15,world,2744636
FIRE,-128,64,-94,15,world,2744612
DIRT,-154,68,-78,15,world,2745468
DIRT,-154,70,-77,15,world,2745622
DIRT,-154,79,-67,15,world,2746163
DIRT,-154,70,-76,15,world,2745658
COBBLESTONE,-125,83,-73,15,world,2747156
COBBLESTONE,-152,84,-65,15,world,2755127
COBBLESTONE,-151,83,-66,15,world,2755306
WALL_TORCH,-191,24,-90,15,world,4987905
DIRT,-197,16,-68,15,world,5003774
WALL_TORCH,-183,24,-56,15,world,5006433
DIRT,-112,83,-84,15,world,5023309
DIRT,-113,83,-83,15,world,5023291
DIRT,-113,83,-82,15,world,5026012
DIRT,-109,83,-82,15,world,5026272
GLASS_PANE,-109,87,-87,15,world,5042048
GLASS_PANE,-109,89,-83,15,world,5042819
GLASS_PANE,-113,87,-84,15,world,5043504
GLASS_PANE,-113,89,-84,15,world,5043615
BRICKS,-111,90,-84,15,world,5044623
BRICKS,-113,90,-83,15,world,5045393
OAK_TRAPDOOR,-111,83,-85,15,world,5049956
