x,y,z,player,worldName,worldTime
-81,67,-3,10,world,2172029
-85,68,-2,10,world,2172055
-77,67,-8,10,world,2172153
-76,68,-1,10,world,2172199
-112,64,2,10,world,2172404
-156,64,-4,10,world,2172538
-186,64,-4,10,world,2172719
-88,68,-4,10,world,2172317
-140,64,3,10,world,2172485
-184,62,-7,10,world,2172685
-215,63,12,10,world,2172969
-222,63,1,10,world,2173242
-113,65,2,10,world,2172408
-164,68,-11,10,world,2172596
-197,62,5,10,world,2172796
-75,67,-5,10,world,2172177
-96,67,-9,10,world,2172348
-154,66,-2,10,world,2172532
-188,64,1,10,world,2172740
-220,63,6,10,world,2173009
-224,73,13,10,world,2174274
-222,72,8,10,world,2174138
-225,75,22,10,world,2174469
-222,75,19,10,world,2174320
-224,72,12,10,world,2174262
-226,75,20,10,world,2174710
-231,78,29,10,world,2175548
-227,76,19,10,world,2174721
-225,74,22,10,world,2174568
-231,78,29,10,world,2175438
-223,76,22,10,world,2174607
-231,75,26,10,world,2175410
-236,78,37,10,world,2176005
-253,82,84,10,world,2176313
-281,76,90,10,world,2176653
-233,79,32,10,world,2175954
-239,79,71,10,world,2176227
-258,83,93,10,world,2176395
-231,75,26,10,world,2175898
-239,80,65,10,world,2176193
-260,77,81,10,world,2176527
-285,73,84,10,world,2176770
-230,75,23,10,world,2175868
-238,81,65,10,world,2176185
-264,83,91,10,world,2176436
-291,72,84,10,world,2176803
-295,72,89,10,world,2176968
-299,73,102,10,world,2177650
-262,77,81,10,world,2177938
-296,70,93,10,world,2176995
-294,73,105,10,world,2177545
-265,77,81,10,world,2177924
-295,71,91,10,world,2176968
-298,72,104,10,world,2177641
-269,77,84,10,world,2177906
-298,72,100,10,world,2177064
-294,73,88,10,world,2177736
-252,78,74,10,world,2177999
-239,81,54,10,world,2178154
-229,75,22,10,world,2178400
-232,76,22,10,world,2179011
-237,79,39,10,world,2178294
-222,74,21,10,world,2178724
-230,77,22,10,world,2179230
-236,80,36,10,world,2178311
-222,76,18,10,world,2178909
-226,75,21,10,world,2179257
-233,78,28,10,world,2178358
-226,75,18,10,world,2178966
-230,75,22,10,world,2179235
-228,75,20,10,world,2179792
-223,71,9,10,world,2180101
-223,74,22,10,world,2180507
-221,75,21,10,world,2179852
-223,71,8,10,world,2180099
-222,74,21,10,world,2180521
-225,75,19,10,world,2179828
-222,71,11,10,world,2180118
-224,74,20,10,world,2180566
-220,75,20,10,world,2179883
-224,72,13,10,world,2180185
-225,74,19,10,world,2180568
-221,75,19,10,world,2180696
-233,78,34,10,world,2181090
-231,79,30,10,world,2180889
-233,79,31,10,world,2180873
