x,y,z,player,worldName,worldTime
-81,66,1,16,world,2475222
-79,66,-1,16,world,2475470
-81,66,0,16,world,2475562
-85,67,-19,16,world,2475993
-90,66,24,16,world,2475789
-90,66,-7,16,world,2475952
-77,66,6,16,world,2475618
-92,66,21,16,world,2475810
-91,66,-2,16,world,2475931
-94,66,9,16,world,2475876
-101,67,-16,16,world,2476102
-156,62,7,16,world,2476485
-166,64,0,16,world,2476643
-182,63,2,16,world,2476984
-104,64,-13,16,world,2476293
-155,62,9,16,world,2476460
-149,63,5,16,world,2476437
-178,63,5,16,world,2476686
-183,63,4,16,world,2476753
-182,63,6,16,world,2476857
-185,63,10,16,world,2477026
-186,63,6,16,world,2477787
-180,62,17,16,world,2477497
-189,63,4,16,world,2477805
-163,64,-77,16,world,2478408
-184,61,-18,16,world,2477959
-181,60,-22,16,world,2478010
-156,62,-40,16,world,2478172
-159,63,-57,16,world,2478331
-195,67,-90,16,world,2478864
-178,66,-87,16,world,2478647
-198,67,-91,16,world,2478880
-214,70,-95,16,world,2478990
-197,67,-90,16,world,2478870
-220,70,-95,16,world,2479152
-204,69,-86,16,world,2479293
-191,67,-74,16,world,2479496
-169,64,-67,16,world,2479638
-204,70,-86,16,world,2479289
-153,64,-47,16,world,2479745
-140,63,-1,16,world,2480227
-118,64,2,16,world,2480292
-158,65,-5,16,world,2480171
-158,64,-21,16,world,2479872
-154,63,-51,16,world,2479732
-154,61,-28,16,world,2479826
-164,64,-3,16,world,2480003
-153,65,-5,16,world,2480186
-124,64,1,16,world,2480275
-75,66,8,16,world,2480431
-45,63,23,16,world,2480542
-22,66,25,16,world,2480653
-46,64,22,16,world,2480540
-19,67,25,16,world,2480661
-76,66,8,16,world,2480430
-33,63,27,16,world,2480604
-80,66,7,16,world,2480418
-16,65,25,16,world,2480671
5,71,42,16,world,2481073
36,82,45,16,world,2481256
41,81,54,16,world,2481291
91,71,16,16,world,2481820
32,80,39,16,world,2481234
53,78,40,16,world,2481620
74,77,32,16,world,2481715
43,79,52,16,world,2481570
63,75,32,16,world,2481678
27,78,39,16,world,2481218
60,75,32,16,world,2481670
93,69,11,16,world,2481842
112,64,7,16,world,2481943
109,64,4,16,world,2481929
111,64,5,16,world,2481936
133,60,7,16,world,2482064
155,66,12,16,world,2482252
186,62,7,16,world,2482419
203,62,5,16,world,2482462
246,62,4,16,world,2482571
