x,y,z,player,worldName,worldTime
-87,66,4,19,world,3152293
-43,63,17,19,world,3152443
1,69,36,19,world,3152786
-66,66,5,19,world,3152354
-18,63,21,19,world,3152598
3,71,32,19,world,3152812
27,90,-4,19,world,3153175
-49,65,13,19,world,3152422
-9,63,25,19,world,3152635
-60,66,2,19,world,3152376
-33,62,19,19,world,3152499
6,79,20,19,world,3152918
9,81,19,19,world,3152936
32,90,-6,19,world,3153305
48,92,-6,19,world,3153519
59,77,-10,19,world,3153807
82,74,18,19,world,3154274
49,91,-9,19,world,3153534
61,71,-5,19,world,3153868
78,72,6,19,world,3153963
105,63,31,19,world,3154938
97,66,54,19,world,3155142
88,63,59,19,world,3155293
91,64,60,19,world,3155185
90,63,61,19,world,3155600
85,53,64,19,world,3156995
87,53,63,19,world,3157817
87,53,62,19,world,3157628
90,51,61,19,world,3159615
90,51,61,19,world,3159646
90,47,59,19,world,3161045
92,50,61,19,world,3165309
89,51,59,19,world,3167195
100,64,60,19,world,3167927
90,64,63,19,world,3167734
99,64,58,19,world,3170169
98,64,60,19,world,3170157
63,64,106,19,world,3170778
20,64,135,19,world,3171014
11,68,130,19,world,3171265
32,65,126,19,world,3170893
18,65,135,19,world,3171207
105,65,91,19,world,3170569
101,64,93,19,world,3170616
61,64,108,19,world,3170788
26,64,128,19,world,3170919
31,65,127,19,world,3170901
19,65,135,19,world,3171201
20,68,118,19,world,3171583
17,74,100,19,world,3172263
20,68,117,19,world,3171578
18,68,116,19,world,3171569
24,76,102,19,world,3172095
25,68,124,19,world,3171673
10,75,92,19,world,3172547
43,73,91,19,world,3172881
37,78,84,19,world,3173167
14,76,91,19,world,3172572
44,73,91,19,world,3172885
37,78,85,19,world,3173162
0,71,92,19,world,3172476
38,75,81,19,world,3172820
42,74,87,19,world,3173083
32,84,54,19,world,3173389
36,78,78,19,world,3172788
21,85,53,19,world,3173529
20,83,52,19,world,3174640
23,83,48,19,world,3175641
31,83,28,19,world,3175992
24,78,44,19,world,3175664
32,83,28,19,world,3176007
65,76,22,19,world,3176352
54,78,34,19,world,3176594
28,82,27,19,world,3176734
58,78,22,19,world,3176324
58,76,32,19,world,3176555
-27,66,25,19,world,3177145
-31,63,24,19,world,3177163
7,77,24,19,world,3176824
61,77,21,19,world,3176336
57,77,34,19,world,3176568
26,82,26,19,world,3176743
-44,62,21,19,world,3177264
-17,63,22,19,world,3177092
-63,66,18,19,world,3177363
-108,64,7,19,world,3177498
-160,63,32,19,world,3177732
-185,64,53,19,world,3177912
-208,66,49,19,world,3178184
-229,68,74,19,world,3178439
-93,66,12,19,world,3177456
-141,64,4,19,world,3177614
-168,63,41,19,world,3177766
-196,63,65,19,world,3178055
-206,66,48,19,world,3178195
-46,64,20,19,world,3177276
-103,67,7,19,world,3177486
-154,63,23,19,world,3177699
-195,63,65,19,world,3178051
-76,67,17,19,world,3177403
-135,63,5,19,world,3177583
-165,63,38,19,world,3177754
-209,65,52,19,world,3178169
-191,64,58,19,world,3177950
-206,65,51,19,world,3178257
-236,71,74,19,world,3178592
-237,71,72,19,world,3179474
-237,71,78,19,world,3179798
-260,72,66,19,world,3180529
-257,72,73,19,world,3180399
-257,71,75,19,world,3180372
-245,80,63,19,world,3181470
-260,72,66,19,world,3181256
-242,81,60,19,world,3182209
-247,79,53,19,world,3182673
-242,81,61,19,world,3182227
-258,82,88,19,world,3183639
-256,82,86,19,world,3183628
-249,81,81,19,world,3183584
-275,75,86,19,world,3184884
-287,72,81,19,world,3185149
-283,73,82,19,world,3185124
-290,71,79,19,world,3186315
-280,74,84,19,world,3187645
-254,79,77,19,world,3188064
-289,72,80,19,world,3187396
-253,79,77,19,world,3188070
-267,76,83,19,world,3187796
-251,79,77,19,world,3188076
-254,76,70,19,world,7994275
-296,63,69,19,world,7994620
-273,61,69,19,world,7994450
-301,63,69,19,world,7994676
-270,59,69,19,world,7994434
-291,62,69,19,world,7994578
-308,66,71,19,world,7994796
-298,63,70,19,world,7994648
-314,70,74,19,world,7995303
-318,69,81,19,world,7995597
-307,66,76,19,world,7995887
-314,70,73,19,world,7995270
-314,64,105,19,world,7996079
-311,64,85,19,world,7995994
-314,71,74,19,world,7995326
-313,69,69,19,world,7995066
-317,70,74,19,world,7995394
-315,63,95,19,world,7996042
-308,62,102,19,world,7996205
-314,63,105,19,world,7996077
-310,63,88,19,world,7996318
-253,69,31,19,world,7996758
-263,63,39,19,world,7996664
-203,63,1,19,world,7997117
-219,65,21,19,world,7996907
-221,63,3,19,world,7997050
-311,65,86,19,world,7996333
-300,63,69,19,world,7996408
-248,69,30,19,world,7996786
-224,67,25,19,world,7996883
-217,63,11,19,world,7997011
-183,63,-3,19,world,7997230
-213,63,18,19,world,7996933
-211,63,2,19,world,7997087
-150,63,5,19,world,7997368
-144,63,-1,19,world,7997397
-131,63,26,19,world,7997683
-98,65,81,19,world,7997884
-57,65,62,19,world,7998039
-138,63,15,19,world,7997647
-118,65,67,19,world,7997812
-73,65,67,19,world,7997988
-12,64,69,19,world,7998255
-48,66,59,19,world,7998070
-8,65,73,19,world,7998283
-138,64,14,19,world,7997644
-117,64,69,19,world,7997818
-83,64,72,19,world,7997946
-139,63,-5,19,world,7997579
-127,64,39,19,world,7997730
-114,65,73,19,world,7997831
-42,66,52,19,world,7998102
-17,64,55,19,world,7998200
2,79,75,19,world,7998743
0,77,73,19,world,7998761
-9,65,57,19,world,7999227
-4,68,87,19,world,7999776
-6,66,86,19,world,7999757
3,81,74,19,world,7998725
-7,66,60,19,world,7998873
-10,65,52,19,world,7999088
-10,65,66,19,world,7999281
-3,70,90,19,world,7999826
-2,71,91,19,world,7999836
