x,y,z,player,worldName,worldTime
-83,66,0,22,world,6579691
-88,66,-4,22,world,6579942
-154,65,-7,22,world,6580253
-177,67,-11,22,world,6580412
-102,66,-7,22,world,6580023
-147,64,-4,22,world,6580228
-207,63,3,22,world,6580601
-191,63,1,22,world,6580518
-240,68,-6,22,world,6580817
-241,72,-26,22,world,6580944
-99,66,-8,22,world,6580012
-141,63,-3,22,world,6580207
-175,67,-13,22,world,6580400
-105,64,-6,22,world,6580049
-150,64,-5,22,world,6580239
-179,63,-6,22,world,6580450
-185,63,0,22,world,6580491
-230,63,-5,22,world,6580724
-243,70,-8,22,world,6580838
-242,69,-7,22,world,6580829
-241,72,-28,22,world,6580954
-253,73,-38,22,world,6581104
-264,71,-52,22,world,6581250
-274,44,-59,22,world,6581322
-273,38,-56,22,world,6581349
-279,28,-57,22,world,6581451
-267,66,-56,22,world,6581268
-266,71,-55,22,world,6581261
-273,36,-58,22,world,6581362
