x,y,z,player,worldName,time
100,49,0,0,world_the_end,4306382
101,49,0,0,world_the_end,4306875
97,49,1,0,world_the_end,4307265
100,49,2,0,world_the_end,4306729
100,49,2,0,world_the_end,4306999
95,52,1,0,world_the_end,4307914
91,55,1,0,world_the_end,4309259
96,51,1,0,world_the_end,4309690
87,59,1,0,world_the_end,4309137
97,50,1,0,world_the_end,4309806
88,58,0,0,world_the_end,4310257
72,59,5,0,world_the_end,4311411
93,53,0,0,world_the_end,4310323
67,59,6,0,world_the_end,4311421
53,63,5,0,world_the_end,4311489
13,62,-27,0,world_the_end,4311769
14,71,-38,0,world_the_end,4311921
12,61,-36,0,world_the_end,4312335
2,64,3,0,world_the_end,4312474
8,64,-6,0,world_the_end,4312441
-27,64,21,0,world_the_end,4312577
57,62,6,0,world_the_end,4311470
14,63,-21,0,world_the_end,4311746
14,61,-38,0,world_the_end,4311821
13,61,-36,0,world_the_end,4312329
5,63,-1,0,world_the_end,4312460
-2,63,6,0,world_the_end,4312489
-12,64,13,0,world_the_end,4313099
-18,62,-14,0,world_the_end,4313283
9,63,1,0,world_the_end,4313443
-8,65,37,0,world_the_end,4313580
5,63,-7,0,world_the_end,4313410
-8,70,37,0,world_the_end,4313630
-32,76,22,0,world_the_end,4312925
-12,64,16,0,world_the_end,4313065
7,63,13,0,world_the_end,4313479
-15,62,-15,0,world_the_end,4313295
-8,80,37,0,world_the_end,4313730
-8,100,37,0,world_the_end,4313966
-8,95,37,0,world_the_end,4313916
11,94,36,0,world_the_end,4314333
98,49,2,0,world_the_end,4317815
93,53,1,0,world_the_end,4317999
92,54,1,0,world_the_end,4318332
93,54,1,0,world_the_end,4318435
90,57,0,0,world_the_end,4318974
91,55,0,0,world_the_end,4318962
87,59,1,0,world_the_end,4319033
90,56,1,0,world_the_end,4319198
91,55,1,0,world_the_end,4319635
78,59,6,0,world_the_end,4319753
89,58,1,0,world_the_end,4319481
88,59,1,0,world_the_end,4319896
93,54,0,0,world_the_end,4319954
92,54,1,0,world_the_end,4319994
78,59,5,0,world_the_end,4321153
77,59,6,0,world_the_end,4321157
13,64,15,0,world_the_end,4321368
-18,64,15,0,world_the_end,4321863
35,64,15,0,world_the_end,4321300
-3,63,18,0,world_the_end,4321486
-27,64,6,0,world_the_end,4322062
-13,64,15,0,world_the_end,4321767
-29,64,16,0,world_the_end,4322032
91,55,1,0,world_the_end,4321081
39,63,15,0,world_the_end,4321291
-1,63,22,0,world_the_end,4321468
-17,64,9,0,world_the_end,4321812
-26,63,5,0,world_the_end,4322066
76,60,6,0,world_the_end,4321161
9,63,16,0,world_the_end,4321382
-14,64,9,0,world_the_end,4321800
-28,63,8,0,world_the_end,4322056
-9,63,-19,0,world_the_end,4322209
4,63,-22,0,world_the_end,4322400
-1,63,-14,0,world_the_end,4322701
-14,63,-10,0,world_the_end,4322252
-2,62,-10,0,world_the_end,4322683
-10,62,-8,0,world_the_end,4322276
-1,63,-5,0,world_the_end,4322667
5,63,-10,0,world_the_end,4323006
44,107,29,0,world_the_end,4323214
1,63,-12,0,world_the_end,4322933
2,63,2,0,world_the_end,4323114
0,63,-8,0,world_the_end,4322945
42,83,28,0,world_the_end,4323228
0,63,-10,0,world_the_end,4322940
36,105,25,0,world_the_end,4323171
86,60,3,0,world_the_end,4323536
44,63,27,0,world_the_end,4323684
43,63,27,0,world_the_end,4323688
26,63,48,0,world_the_end,4323941
18,64,21,0,world_the_end,4324037
16,63,6,0,world_the_end,4324195
17,63,-9,0,world_the_end,4324463
