x,y,z,player,worldName,time
105,49,1,3,world_the_end,14851984
95,51,0,3,world_the_end,14852383
82,59,0,3,world_the_end,14852471
63,59,1,3,world_the_end,14852520
48,63,2,3,world_the_end,14852621
36,63,12,3,world_the_end,14852695
20,63,5,3,world_the_end,14852778
4,63,0,3,world_the_end,14852856
265,2,0,3,world_the_end,14906959
259,1,2,3,world_the_end,14908386
259,1,1,3,world_the_end,14909554
243,0,0,3,world_the_end,14909628
223,0,0,3,world_the_end,14909705
204,1,0,3,world_the_end,14909786
184,1,0,3,world_the_end,14909878
164,1,0,3,world_the_end,14909974
144,1,0,3,world_the_end,14910063
125,0,0,3,world_the_end,14910120
106,1,0,3,world_the_end,14910227
104,19,0,3,world_the_end,14910273
104,39,0,3,world_the_end,14910309
100,49,0,3,world_the_end,14910373
88,58,0,3,world_the_end,14910431
71,59,2,3,world_the_end,14910504
58,62,6,3,world_the_end,14910564
40,63,7,3,world_the_end,14910654
24,63,3,3,world_the_end,14910737
5,63,2,3,world_the_end,14910824
95,50,1,3,world_the_end,16430606
106,48,0,3,world_the_end,16430898
106,23,0,3,world_the_end,16430921
114,0,0,3,world_the_end,16431062
134,0,0,3,world_the_end,16431138
154,0,0,3,world_the_end,16431209
174,0,0,3,world_the_end,16431281
194,0,0,3,world_the_end,16431352
214,0,0,3,world_the_end,16431423
234,0,0,3,world_the_end,16431494
254,0,0,3,world_the_end,16431566
258,1,1,3,world_the_end,16433718
240,0,0,3,world_the_end,16433804
220,0,0,3,world_the_end,16433875
200,0,0,3,world_the_end,16433948
180,0,0,3,world_the_end,16434184
160,0,0,3,world_the_end,16434255
140,0,0,3,world_the_end,16434327
120,0,0,3,world_the_end,16434398
104,4,0,3,world_the_end,16434474
104,24,0,3,world_the_end,16434511
104,44,0,3,world_the_end,16434547
95,51,0,3,world_the_end,16434610
84,59,1,3,world_the_end,16434660
64,59,2,3,world_the_end,16434745
54,63,5,3,world_the_end,16434810
37,63,6,3,world_the_end,16434886
19,63,4,3,world_the_end,16434951
2,62,0,3,world_the_end,16435014
106,40,0,3,world_the_end,16444744
106,22,0,3,world_the_end,16444757
118,0,0,3,world_the_end,16444846
141,0,0,3,world_the_end,16444929
