x,y,z,player,worldName,time
98,49,-1,2,world_the_end,12516417
100,45,-4,2,world_the_end,12516477
101,45,0,2,world_the_end,12516548
101,38,0,2,world_the_end,12516608
102,20,1,2,world_the_end,12516704
102,6,1,2,world_the_end,12516766
113,0,0,2,world_the_end,12516937
143,0,0,2,world_the_end,12517044
173,0,0,2,world_the_end,12517151
203,0,0,2,world_the_end,12517258
223,0,0,2,world_the_end,12517320
240,0,0,2,world_the_end,12517389
256,1,0,2,world_the_end,12517453
261,1,-1,2,world_the_end,12517542
258,1,2,2,world_the_end,12518085
263,1,-3,2,world_the_end,12518962
262,1,-3,2,world_the_end,12519763
259,1,-1,2,world_the_end,12520055
260,1,-1,2,world_the_end,12520241
261,1,0,2,world_the_end,12520624
254,0,0,2,world_the_end,12521830
250,0,0,2,world_the_end,12522465
256,1,0,2,world_the_end,12529449
237,0,0,2,world_the_end,12529519
217,0,0,2,world_the_end,12529591
197,0,0,2,world_the_end,12529662
177,0,0,2,world_the_end,12529733
157,0,0,2,world_the_end,12529805
137,0,0,2,world_the_end,12529876
117,0,0,2,world_the_end,12529947
103,2,0,2,world_the_end,12530033
103,18,0,2,world_the_end,12530333
103,38,0,2,world_the_end,12530448
99,46,-5,2,world_the_end,12530520
92,53,0,2,world_the_end,12530619
83,59,5,2,world_the_end,12530664
72,61,14,2,world_the_end,12530708
59,62,19,2,world_the_end,12530753
46,64,22,2,world_the_end,12530796
34,64,18,2,world_the_end,12530835
22,63,11,2,world_the_end,12530877
11,63,5,2,world_the_end,12530914
1,63,-3,2,world_the_end,12530960
98,49,-1,2,world_the_end,14823574
100,44,-3,2,world_the_end,14823642
98,49,-2,2,world_the_end,14823720
106,39,0,2,world_the_end,14824069
106,23,0,2,world_the_end,14824080
129,0,0,2,world_the_end,14824483
142,0,0,2,world_the_end,14824536
156,0,0,2,world_the_end,14824586
168,0,0,2,world_the_end,14824622
184,1,0,2,world_the_end,14824666
198,0,0,2,world_the_end,14824706
223,1,0,2,world_the_end,14824785
246,1,0,2,world_the_end,14824855
257,1,0,2,world_the_end,14824901
260,1,0,2,world_the_end,14825131
259,1,1,2,world_the_end,14908506
259,1,0,2,world_the_end,14908977
106,9,0,2,world_the_end,17988484
118,1,0,2,world_the_end,17988570
125,0,0,2,world_the_end,17988605
162,0,0,2,world_the_end,17988712
171,1,0,2,world_the_end,17988738
201,0,0,2,world_the_end,17988821
210,0,0,2,world_the_end,17988851
219,0,0,2,world_the_end,17988879
228,0,0,2,world_the_end,17988906
237,1,0,2,world_the_end,17988929
252,0,0,2,world_the_end,17989011
259,1,-2,2,world_the_end,17990697
261,1,-1,2,world_the_end,17996074
259,1,1,2,world_the_end,17999247
261,1,-1,2,world_the_end,18001439
261,1,-1,2,world_the_end,18002748
261,1,-2,2,world_the_end,18003410
256,1,0,2,world_the_end,18004209
261,1,3,2,world_the_end,18005649
248,0,0,2,world_the_end,18005698
228,0,0,2,world_the_end,18005770
208,0,0,2,world_the_end,18005841
188,0,0,2,world_the_end,18005912
168,0,0,2,world_the_end,18005983
148,0,0,2,world_the_end,18006055
128,0,0,2,world_the_end,18006126
108,0,0,2,world_the_end,18006197
104,16,0,2,world_the_end,18006244
104,36,0,2,world_the_end,18006281
98,49,1,2,world_the_end,18006374
85,59,1,2,world_the_end,18006420
70,59,5,2,world_the_end,18006467
59,62,9,2,world_the_end,18006511
43,63,8,2,world_the_end,18006559
28,63,6,2,world_the_end,18006599
16,64,4,2,world_the_end,18006636
1,64,2,2,world_the_end,18006683
104,49,0,2,world_the_end,18345003
106,28,0,2,world_the_end,18345041
111,0,0,2,world_the_end,18345086
131,0,0,2,world_the_end,18345157
151,0,0,2,world_the_end,18345229
171,0,0,2,world_the_end,18345300
191,0,0,2,world_the_end,18345371
211,0,0,2,world_the_end,18345443
231,0,0,2,world_the_end,18345514
251,0,0,2,world_the_end,18345585
258,1,2,2,world_the_end,18345865
262,1,-2,2,world_the_end,18353153
260,1,0,2,world_the_end,18353680
261,1,0,2,world_the_end,18353905
262,1,0,2,world_the_end,18354190
263,1,3,2,world_the_end,18354399
260,1,0,2,world_the_end,18355293
261,1,-1,2,world_the_end,18355579
260,1,0,2,world_the_end,19026786
260,1,2,2,world_the_end,19167828
260,1,2,2,world_the_end,19174258
260,1,-1,2,world_the_end,19174620
242,0,0,2,world_the_end,19174706
222,0,0,2,world_the_end,19174794
202,0,0,2,world_the_end,19175056
182,0,0,2,world_the_end,19175133
162,0,0,2,world_the_end,19175204
142,0,0,2,world_the_end,19175275
122,0,0,2,world_the_end,19175347
104,2,0,2,world_the_end,19175417
104,22,0,2,world_the_end,19175454
104,42,0,2,world_the_end,19175490
94,52,1,2,world_the_end,19175544
80,59,1,2,world_the_end,19175591
66,59,4,2,world_the_end,19175634
53,63,8,2,world_the_end,19175678
41,64,6,2,world_the_end,19175717
26,63,1,2,world_the_end,19175762
13,64,-1,2,world_the_end,19175802
2,63,-3,2,world_the_end,19175884
-10,62,-10,2,world_the_end,19176035
-16,59,-7,2,world_the_end,19176206
-16,57,-7,2,world_the_end,19176706
-14,63,-5,2,world_the_end,19176977
-4,63,2,2,world_the_end,19177042
1,63,12,2,world_the_end,19177123
0,63,2,2,world_the_end,19177192
106,46,0,2,world_the_end,19193942
106,20,0,2,world_the_end,19193963
114,1,0,2,world_the_end,19194023
129,0,0,2,world_the_end,19194066
144,1,0,2,world_the_end,19194109
160,0,0,2,world_the_end,19194151
174,1,0,2,world_the_end,19194192
190,0,0,2,world_the_end,19194235
205,1,0,2,world_the_end,19194279
219,1,0,2,world_the_end,19194321
233,0,0,2,world_the_end,19194364
247,0,0,2,world_the_end,19194405
259,1,0,2,world_the_end,19194513
240,0,0,2,world_the_end,19194636
220,0,0,2,world_the_end,19194708
201,2,0,2,world_the_end,19194767
174,21,0,2,world_the_end,19194787
153,45,1,2,world_the_end,19194808
140,67,1,2,world_the_end,19194829
128,77,1,2,world_the_end,19194857
111,71,3,2,world_the_end,19194889
92,67,6,2,world_the_end,19194911
72,64,10,2,world_the_end,19194933
51,63,12,2,world_the_end,19194955
36,64,11,2,world_the_end,19195025
22,63,10,2,world_the_end,19195067
8,63,8,2,world_the_end,19195105
-4,64,4,2,world_the_end,19195143
-17,62,-5,2,world_the_end,19195201
-15,56,-7,2,world_the_end,19195578
-14,62,-7,2,world_the_end,19195796
-3,62,-3,2,world_the_end,19195846
-4,63,2,2,world_the_end,19195923
-18,62,2,2,world_the_end,19195993
-3,64,2,2,world_the_end,19196069
9,63,7,2,world_the_end,19196227
7,63,15,2,world_the_end,19196303
7,64,18,2,world_the_end,19196366
16,64,28,2,world_the_end,19196405
22,63,39,2,world_the_end,19196443
25,63,52,2,world_the_end,19196518
29,62,66,2,world_the_end,19196582
27,62,72,2,world_the_end,19196658
28,62,71,2,world_the_end,19196761
26,63,70,2,world_the_end,19196839
33,62,72,2,world_the_end,19196896
41,61,63,2,world_the_end,19196948
48,63,52,2,world_the_end,19196986
53,63,41,2,world_the_end,19197022
58,62,28,2,world_the_end,19197065
68,60,20,2,world_the_end,19197101
79,59,10,2,world_the_end,19197144
88,58,1,2,world_the_end,19197182
103,49,0,2,world_the_end,19197244
106,31,0,2,world_the_end,19197276
109,0,0,2,world_the_end,19197310
129,0,0,2,world_the_end,19197406
149,0,0,2,world_the_end,19197481
169,0,0,2,world_the_end,19197556
189,0,0,2,world_the_end,19197629
209,0,0,2,world_the_end,19197700
229,0,0,2,world_the_end,19197776
249,0,0,2,world_the_end,19197847
258,1,1,2,world_the_end,19197969
242,0,0,2,world_the_end,19198052
222,0,0,2,world_the_end,19198123
202,0,0,2,world_the_end,19198196
182,0,0,2,world_the_end,19198267
162,0,0,2,world_the_end,19198338
142,0,0,2,world_the_end,19198412
122,0,0,2,world_the_end,19198484
104,2,0,2,world_the_end,19198556
104,22,0,2,world_the_end,19198594
104,42,0,2,world_the_end,19198630
94,51,0,2,world_the_end,19198685
82,59,3,2,world_the_end,19198734
67,59,8,2,world_the_end,19198794
56,62,15,2,world_the_end,19198854
49,63,27,2,world_the_end,19199194
39,63,39,2,world_the_end,19199305
33,62,54,2,world_the_end,19199504
29,62,69,2,world_the_end,19199562
28,67,80,2,world_the_end,19199638
306,67,953,2,world_the_end,19199908
313,67,955,2,world_the_end,19200069
321,60,955,2,world_the_end,19201535
323,60,971,2,world_the_end,19201611
334,74,997,2,world_the_end,19201630
354,89,1011,2,world_the_end,19201650
371,100,1020,2,world_the_end,19201673
387,99,1027,2,world_the_end,19201697
406,96,1036,2,world_the_end,19201723
424,93,1043,2,world_the_end,19201744
444,90,1050,2,world_the_end,19201763
466,87,1057,2,world_the_end,19201783
487,85,1059,2,world_the_end,19201804
504,82,1052,2,world_the_end,19201827
515,78,1036,2,world_the_end,19201848
524,76,1018,2,world_the_end,19201868
533,73,998,2,world_the_end,19201889
542,71,978,2,world_the_end,19201909
551,68,958,2,world_the_end,19201930
558,67,938,2,world_the_end,19201950
562,65,918,2,world_the_end,19201971
568,63,900,2,world_the_end,19201994
581,62,885,2,world_the_end,19202015
601,68,860,2,world_the_end,19202036
619,75,838,2,world_the_end,19202055
632,81,822,2,world_the_end,19202076
644,81,808,2,world_the_end,19202100
657,78,794,2,world_the_end,19202123
670,75,777,2,world_the_end,19202145
681,72,760,2,world_the_end,19202164
692,70,741,2,world_the_end,19202184
707,72,714,2,world_the_end,19202204
722,75,686,2,world_the_end,19202224
735,76,663,2,world_the_end,19202245
745,75,644,2,world_the_end,19202265
756,73,627,2,world_the_end,19202287
771,70,610,2,world_the_end,19202308
785,67,593,2,world_the_end,19202329
801,64,574,2,world_the_end,19202349
815,62,557,2,world_the_end,19202369
831,60,539,2,world_the_end,19202391
846,58,523,2,world_the_end,19202411
870,60,500,2,world_the_end,19202432
892,63,478,2,world_the_end,19202452
911,64,460,2,world_the_end,19202473
924,64,445,2,world_the_end,19202494
935,62,431,2,world_the_end,19202517
953,66,404,2,world_the_end,19202538
971,70,379,2,world_the_end,19202558
987,74,361,2,world_the_end,19202579
1001,74,346,2,world_the_end,19202604
1016,72,337,2,world_the_end,19202628
1034,69,329,2,world_the_end,19202653
1061,73,316,2,world_the_end,19202676
1091,79,307,2,world_the_end,19202696
1115,85,304,2,world_the_end,19202716
1135,88,305,2,world_the_end,19202739
1149,85,314,2,world_the_end,19202762
1166,82,327,2,world_the_end,19202785
1183,79,341,2,world_the_end,19202807
1200,77,355,2,world_the_end,19202831
1215,75,368,2,world_the_end,19202852
1232,79,381,2,world_the_end,19202877
1255,95,399,2,world_the_end,19202897
1272,115,413,2,world_the_end,19202916
1287,128,424,2,world_the_end,19202941
1301,128,433,2,world_the_end,19202967
1309,123,449,2,world_the_end,19202993
1323,117,453,2,world_the_end,19203023
1324,112,448,2,world_the_end,19203089
1325,113,444,2,world_the_end,19203197
1326,112,446,2,world_the_end,19203307
1327,112,447,2,world_the_end,19203378
1325,110,455,2,world_the_end,19203440
1325,124,459,2,world_the_end,19203601
1324,111,456,2,world_the_end,19203689
1327,114,457,2,world_the_end,19203837
1326,118,454,2,world_the_end,19203932
1326,109,451,2,world_the_end,19204053
1323,106,455,2,world_the_end,19204213
1325,107,462,2,world_the_end,19204421
1323,106,454,2,world_the_end,19204704
1327,110,454,2,world_the_end,19204761
1324,111,466,2,world_the_end,19204930
1325,110,470,2,world_the_end,19205042
1327,111,460,2,world_the_end,19205164
1324,112,447,2,world_the_end,19205222
1318,109,439,2,world_the_end,19205290
1308,91,433,2,world_the_end,19205312
