block,x,y,z,player,worldName,time
COBBLESTONE,74,54,218,4,world_nether,6473953
COBBLESTONE,157,50,136,4,world_nether,6477153
COBBLESTONE,128,56,227,4,world_nether,6484754
COBBLESTONE,158,80,103,4,world_nether,6497315
DIRT,42,35,162,4,world_nether,7518730
DIRT,42,50,161,4,world_nether,7518933
DIRT,42,55,162,4,world_nether,7519725
DIRT,96,39,125,4,world_nether,7523667
DIRT,110,49,151,4,world_nether,7524882
DIRT,109,49,151,4,world_nether,7525109
DIRT,112,38,131,4,world_nether,7527269
DIRT,109,49,128,4,world_nether,7526601
NETHERRACK,113,38,133,4,world_nether,7527495
NETHERRACK,112,37,139,4,world_nether,7527967
NETHERRACK,113,37,139,4,world_nether,7527949
NETHERRACK,102,66,58,4,world_nether,7533055
NETHERRACK,99,64,58,4,world_nether,7533002
DIRT,99,53,217,4,world_nether,7601063
DIRT,98,67,202,4,world_nether,7602074
DIRT,96,58,202,4,world_nether,7601598
DIRT,105,67,193,4,world_nether,7603181
DIRT,108,67,194,4,world_nether,7603011
DIRT,105,67,193,4,world_nether,7603177
DIRT,107,67,192,4,world_nether,7603726
DIRT,111,67,196,4,world_nether,7604434
DIRT,109,72,194,4,world_nether,7605310
DIRT,112,67,184,4,world_nether,7606403
DIRT,83,68,176,4,world_nether,7610786
DIRT,20,35,185,4,world_nether,7617571
DIRT,13,39,237,4,world_nether,7642606
DIRT,-20,55,217,4,world_nether,7644436
WALL_TORCH,-54,73,162,4,world_nether,7647018
DIRT,-45,52,155,4,world_nether,7651395
DIRT,-78,65,157,4,world_nether,7665394
DIRT,135,35,263,4,world_nether,11112344
DIRT,146,35,270,4,world_nether,11113494
DIRT,149,35,268,4,world_nether,11113815
DIRT,151,35,273,4,world_nether,11114146
DIRT,8,35,200,4,world_nether,11122859
TORCH,-68,47,251,4,world_nether,11144500
NETHERRACK,4,48,316,4,world_nether,11147081
NETHERRACK,4,68,316,4,world_nether,11147357
NETHERRACK,-9,73,313,4,world_nether,11147836
NETHERRACK,-10,78,339,4,world_nether,11148882
NETHERRACK,49,40,369,4,world_nether,11170135
NETHERRACK,52,45,365,4,world_nether,11170508
NETHERRACK,51,48,366,4,world_nether,11171639
NETHERRACK,64,35,351,4,world_nether,11173832
NETHERRACK,88,46,283,4,world_nether,11177633
DIRT,44,50,253,4,world_nether,11490637
DIRT,3,34,237,4,world_nether,11502607
NETHERRACK,8,36,220,4,world_nether,11503602
NETHERRACK,10,36,218,4,world_nether,11504049
NETHERRACK,8,38,220,4,world_nether,11504349
NETHERRACK,3,43,217,4,world_nether,11505361
NETHERRACK,3,54,217,4,world_nether,11507482
COBBLESTONE,3,42,220,4,world_nether,11515686
COBBLESTONE,4,34,240,4,world_nether,11516690
COBBLESTONE,3,61,218,4,world_nether,11517559
TORCH,3,34,194,4,world_nether,11519777
NETHERRACK,3,34,175,4,world_nether,11520997
NETHERRACK,4,34,161,4,world_nether,11522757
NETHERRACK,4,34,154,4,world_nether,11524777
NETHERRACK,4,34,138,4,world_nether,11525536
WALL_TORCH,1,34,106,4,world_nether,11527053
NETHERRACK,-22,34,105,4,world_nether,11528302
NETHERRACK,-32,34,105,4,world_nether,11528592
NETHERRACK,-41,34,105,4,world_nether,11529178
NETHERRACK,-101,34,106,4,world_nether,11532102
NETHERRACK,-113,34,105,4,world_nether,11532547
