block,x,y,z,player,worldName,time
NETHERRACK,45,110,183,7,world_nether,16403068
COBBLESTONE,1028,47,568,7,world_nether,16408519
COBBLESTONE,989,56,668,7,world_nether,16409533
COBBLESTONE,967,58,874,7,world_nether,16413176
NETHERRACK,173,49,646,7,world_nether,16447622
NETHERRACK,173,49,626,7,world_nether,16447874
NETHERRACK,119,38,563,7,world_nether,16448487
NETHERRACK,99,38,563,7,world_nether,16448727
NETHERRACK,64,43,370,7,world_nether,16450113
NETHERRACK,64,43,350,7,world_nether,16450391
NETHERRACK,-82,98,56,7,world_nether,18099263
BLACKSTONE,-85,104,36,7,world_nether,18101223
NETHERRACK,45,110,183,7,world_nether,18116504
NETHERRACK,996,70,669,7,world_nether,18127615
NETHERRACK,1030,75,767,7,world_nether,18129381
NETHERRACK,967,64,874,7,world_nether,18130188
