x,y,z,player,worldName,time
-546,111,153,9,world_nether,16394489
-546,111,134,9,world_nether,16394531
-545,111,114,9,world_nether,16394569
-545,111,94,9,world_nether,16394599
-545,111,74,9,world_nether,16394627
-545,111,54,9,world_nether,16394648
-545,111,34,9,world_nether,16394673
-545,111,14,9,world_nether,16394705
-540,111,0,9,world_nether,16394747
-520,111,0,9,world_nether,16394776
-500,111,0,9,world_nether,16394800
-480,111,0,9,world_nether,16394837
-460,111,0,9,world_nether,16394867
-440,111,0,9,world_nether,16394892
-420,111,0,9,world_nether,16394917
-400,111,1,9,world_nether,16394944
-381,111,0,9,world_nether,16394974
-361,111,0,9,world_nether,16394999
-341,111,0,9,world_nether,16395031
-321,111,0,9,world_nether,16395065
-301,111,0,9,world_nether,16395099
-281,111,0,9,world_nether,16395134
-261,111,0,9,world_nether,16395168
-241,111,0,9,world_nether,16395202
-221,111,0,9,world_nether,16395288
-201,111,0,9,world_nether,16395323
-183,111,0,9,world_nether,16395364
-163,111,0,9,world_nether,16395392
-143,111,0,9,world_nether,16395422
-123,111,0,9,world_nether,16395453
-103,111,0,9,world_nether,16395472
-83,111,0,9,world_nether,16395497
-63,111,0,9,world_nether,16395522
-43,111,0,9,world_nether,16395545
-25,111,0,9,world_nether,16395587
-5,111,0,9,world_nether,16395620
-5,107,-5,9,world_nether,16395698
-3,97,-5,9,world_nether,16395760
-3,87,-3,9,world_nether,16395819
-5,77,-3,9,world_nether,16395884
-5,67,-5,9,world_nether,16395954
-3,57,-5,9,world_nether,16396033
-3,47,-3,9,world_nether,16396125
-9,42,-10,9,world_nether,16396198
-16,44,0,9,world_nether,16396261
-16,44,1,9,world_nether,16401234
-13,42,-10,9,world_nether,16401295
-5,44,-3,9,world_nether,16401365
-3,54,-3,9,world_nether,16401479
-3,64,-5,9,world_nether,16401592
-5,74,-5,9,world_nether,16401688
-5,84,-3,9,world_nether,16401784
-3,94,-3,9,world_nether,16402377
-3,104,-5,9,world_nether,16402472
0,111,1,9,world_nether,16402559
0,111,21,9,world_nether,16402589
0,111,41,9,world_nether,16402611
0,111,61,9,world_nether,16402632
0,111,81,9,world_nether,16402654
0,111,99,9,world_nether,16402692
0,111,119,9,world_nether,16402715
0,111,139,9,world_nether,16402736
0,111,159,9,world_nether,16402758
0,111,178,9,world_nether,16402801
16,111,181,9,world_nether,16402849
35,111,181,9,world_nether,16402874
49,110,183,9,world_nether,16403117
69,110,183,9,world_nether,16403207
89,110,183,9,world_nether,16403257
109,110,183,9,world_nether,16403314
129,110,183,9,world_nether,16403362
149,110,183,9,world_nether,16403415
169,110,183,9,world_nether,16403486
189,110,183,9,world_nether,16403537
209,110,183,9,world_nether,16403586
252,90,173,9,world_nether,16403694
254,91,181,9,world_nether,16403763
257,99,189,9,world_nether,16403839
282,83,201,9,world_nether,16403953
296,83,201,9,world_nether,16404003
298,96,200,9,world_nether,16404130
309,99,193,9,world_nether,16404187
