block,x,y,z,player,worldName,time
ANDESITE,-414,64,223,37,world,23218942
FURNACE,-414,64,226,37,world,23221777
OAK_LEAVES,-268,73,93,37,world,23234148
STONE,-342,67,179,37,world,23238049
COAL_ORE,-476,59,225,37,world,23241965
COAL_ORE,-472,44,213,37,world,23246902
COPPER_ORE,-472,43,213,37,world,23247736
COAL_ORE,-481,42,222,37,world,23250253
IRON_ORE,-472,45,205,37,world,23252013
COAL_ORE,-481,30,209,37,world,23253756
IRON_ORE,-462,43,220,37,world,23261100
COAL_ORE,-474,36,212,37,world,23261945
STONE,-471,43,204,37,world,23262704
MYCELIUM,-4263,69,1085,37,world,23375168
MYCELIUM,-4262,69,1085,37,world,23375273
DIRT,-4261,69,1084,37,world,23375302
MYCELIUM,-4259,69,1084,37,world,23375349
MYCELIUM,-4258,69,1083,37,world,23375387
MYCELIUM,-4259,69,1087,37,world,23375423
MYCELIUM,-4259,69,1095,37,world,23375544
MYCELIUM,-4252,69,1100,37,world,23375620
MYCELIUM,-4256,69,1095,37,world,23375802
BROWN_MUSHROOM_BLOCK,-4251,74,1095,37,world,23384231
BROWN_MUSHROOM_BLOCK,-4251,74,1095,37,world,23384419
SPRUCE_PLANKS,-4251,72,1095,37,world,23384720
MYCELIUM,-4250,64,1110,37,world,23387896
DARK_OAK_PLANKS,-4257,70,1083,37,world,23401713
SPRUCE_LOG,-4251,69,1100,37,world,23414541
