block,x,y,z,player,worldName,time
NETHERRACK,99,49,0,0,world_the_end,4306435
NETHERRACK,101,49,2,0,world_the_end,4306674
NETHERRACK,99,49,2,0,world_the_end,4306974
NETHERRACK,99,49,2,0,world_the_end,4306994
END_STONE,93,53,0,0,world_the_end,4310302
END_STONE,14,72,-38,0,world_the_end,4311923
END_STONE,-8,65,37,0,world_the_end,4313574
END_STONE,-8,82,37,0,world_the_end,4313742
NETHERRACK,-8,100,37,0,world_the_end,4313958
NETHERRACK,101,49,0,0,world_the_end,4317637
COBBLESTONE,38,61,71,0,world_the_end,4522335
COBBLESTONE,29,68,83,0,world_the_end,4524140
COBBLESTONE,26,74,91,0,world_the_end,4524616
COBBLESTONE,30,74,93,0,world_the_end,4524751
COBBLESTONE,29,73,86,0,world_the_end,4525124
COBBLESTONE,308,59,964,0,world_the_end,4528124
COBBLESTONE,308,67,953,0,world_the_end,4528957
COBBLESTONE,310,67,953,0,world_the_end,4528903
COBBLESTONE,311,60,957,0,world_the_end,4530253
END_STONE,266,57,1016,0,world_the_end,4532209
END_STONE,159,57,1115,0,world_the_end,4533864
END_STONE,-405,57,1458,0,world_the_end,4537021
END_STONE,-423,57,1458,0,world_the_end,4537243
END_STONE,-634,57,1523,0,world_the_end,4539003
END_STONE,-664,57,1523,0,world_the_end,4540427
END_STONE,-775,57,1541,0,world_the_end,4541079
END_STONE,-1118,57,1707,0,world_the_end,4543970
END_STONE,-1162,57,1708,0,world_the_end,4544599
END_STONE,-1151,57,1708,0,world_the_end,4544467
END_STONE,-1322,57,1755,0,world_the_end,4547870
END_STONE,-1338,57,1755,0,world_the_end,4548062
END_STONE,-1357,57,1755,0,world_the_end,4548411
END_STONE,-1363,57,1755,0,world_the_end,4548544
END_STONE,-1401,57,1759,0,world_the_end,4549277
END_STONE,-1464,59,1761,0,world_the_end,4550106
END_STONE,-1467,57,1766,0,world_the_end,4550360
END_STONE,-1463,57,1709,0,world_the_end,4556700
END_STONE,-1464,57,1698,0,world_the_end,4556836
END_STONE,-1464,57,1678,0,world_the_end,4557144
END_STONE,-1716,57,1681,0,world_the_end,4560315
END_STONE,-1716,57,1680,0,world_the_end,4560299
END_STONE,-1712,57,1676,0,world_the_end,4560207
COBBLESTONE,-1751,57,1700,0,world_the_end,4561318
COBBLESTONE,-1855,97,1721,0,world_the_end,4566930
COBBLESTONE,-1880,117,1723,0,world_the_end,4571544
COBBLESTONE,-1860,85,1703,0,world_the_end,4580006
COBBLESTONE,-1835,134,1733,0,world_the_end,4591804
COBBLESTONE,-1828,109,1701,0,world_the_end,4593421
COBBLESTONE,-1802,109,1701,0,world_the_end,4594692
COBBLESTONE,-1828,119,1732,0,world_the_end,4598135
STONE,330,84,1677,0,world_the_end,14779058
STONE,328,118,1678,0,world_the_end,14780767
STONE,413,88,2650,0,world_the_end,14790383
STONE,397,89,2670,0,world_the_end,14794256
STONE,3235,131,2630,0,world_the_end,14811088
ENDER_CHEST,3234,130,2631,0,world_the_end,14811445
ORANGE_SHULKER_BOX,657,131,8732,0,world_the_end,14833283
STONE,664,142,8813,0,world_the_end,14835945
PURPUR_BLOCK,680,130,8817,0,world_the_end,14837263
END_STONE,-159,68,7531,0,world_the_end,14850474
