x,y,z,player,worldName,worldTime
-78,67,-12,4,world,576658
-89,67,-3,4,world,576608
-70,67,-6,4,world,577103
-76,67,0,4,world,577276
-81,67,2,4,world,577548
-72,67,-9,4,world,577114
-88,67,-1,4,world,577188
-85,67,2,4,world,577206
-62,67,16,4,world,577628
-68,67,-12,4,world,577018
-85,67,-9,4,world,577159
-74,67,-3,4,world,577288
-84,67,-2,4,world,577531
-121,66,32,4,world,578727
-116,66,48,4,world,578845
-135,65,69,4,world,578958
-121,65,32,4,world,578722
-125,64,56,4,world,578891
-140,67,70,4,world,578997
-114,65,26,4,world,578488
-88,67,22,4,world,578174
-110,61,21,4,world,578259
-119,66,29,4,world,578506
-118,65,36,4,world,578616
-113,66,43,4,world,578783
-132,65,64,4,world,578927
-126,64,34,4,world,578681
-107,66,44,4,world,578803
-178,63,47,4,world,579541
-178,63,46,4,world,579545
-172,64,55,4,world,579476
-177,62,49,4,world,579521
-186,65,51,4,world,580372
-210,66,49,4,world,580483
-245,81,61,4,world,581146
-236,77,27,4,world,581353
-252,71,51,4,world,580761
-251,76,60,4,world,581087
-243,70,52,4,world,580672
-238,79,49,4,world,581213
-244,68,18,4,world,581504
-251,78,62,4,world,581104
-240,72,18,4,world,581461
-267,67,21,4,world,581596
-215,65,53,4,world,580513
-246,70,51,4,world,580686
-244,81,61,4,world,581147
-234,73,16,4,world,581407
-248,67,18,4,world,581525
-262,65,26,4,world,582161
-244,70,37,4,world,582845
-278,62,15,4,world,582019
-241,69,34,4,world,582628
-276,58,13,4,world,581977
-249,68,25,4,world,582253
-256,69,26,4,world,582224
-207,74,45,4,world,583488
-240,70,38,4,world,583239
-214,74,48,4,world,583464
-204,74,45,4,world,583791
-213,77,35,4,world,584040
-204,75,45,4,world,583496
-211,74,46,4,world,583815
-223,78,40,4,world,583960
-231,72,49,4,world,583306
-218,75,50,4,world,583446
-187,77,43,4,world,583602
-222,78,42,4,world,583896
-217,77,33,4,world,584103
-218,77,34,4,world,584384
-216,77,34,4,world,584949
-223,77,43,4,world,585064
-219,77,32,4,world,584148
-220,77,40,4,world,585003
-221,77,42,4,world,585014
-211,76,33,4,world,585597
-219,76,32,4,world,585949
-224,76,35,4,world,586096
-222,76,36,4,world,586432
-223,76,36,4,world,586422
-220,76,34,4,world,586547
-221,76,41,4,world,587068
-220,76,30,4,world,588636
-221,76,39,4,world,588049
-212,76,37,4,world,588516
-211,76,36,4,world,588685
-218,77,36,4,world,588544
-209,77,39,4,world,588963
-214,76,39,4,world,589040
-215,76,32,4,world,589656
-210,76,38,4,world,588969
-216,76,33,4,world,589661
-210,76,37,4,world,588943
-216,77,38,4,world,589451
-212,76,40,4,world,590359
-213,76,38,4,world,590939
-212,76,34,4,world,591257
-219,77,37,4,world,591190
-223,76,26,4,world,592372
-221,76,31,4,world,592415
-215,77,38,4,world,591445
-212,77,30,4,world,591795
-211,78,39,4,world,592863
-211,78,31,4,world,592736
-210,78,39,4,world,593019
-221,76,27,4,world,593754
-223,76,34,4,world,594193
-222,76,35,4,world,594343
-219,78,38,4,world,594483
-221,76,43,4,world,595538
-223,76,41,4,world,595466
-221,77,42,4,world,595546
-223,76,46,4,world,596279
-224,76,42,4,world,596829
-223,77,44,4,world,596634
-224,76,42,4,world,597685
-221,76,30,4,world,598072
-221,79,42,4,world,597643
-220,76,32,4,world,598061
-222,78,45,4,world,597551
-224,76,33,4,world,597955
-221,76,43,4,world,598359
-224,78,45,4,world,597540
-222,76,31,4,world,598047
-224,76,33,4,world,598462
-228,74,24,4,world,599643
-226,75,21,4,world,599665
-221,76,31,4,world,600227
-222,76,30,4,world,600283
-227,78,41,4,world,600578
-226,78,31,4,world,600449
-223,76,27,4,world,599773
-220,76,26,4,world,600134
-220,76,26,4,world,600370
-224,77,33,4,world,601270
-222,78,34,4,world,601690
-230,78,31,4,world,601587
-223,78,31,4,world,601706
-220,76,35,4,world,601803
-223,79,35,4,world,601087
-224,78,33,4,world,601206
-226,78,30,4,world,601614
-222,78,35,4,world,601766
-221,78,41,4,world,600994
-220,76,34,4,world,601807
-195,72,37,4,world,602514
-212,73,46,4,world,602625
-212,67,41,4,world,603011
-216,72,23,4,world,602424
-195,72,35,4,world,602510
-219,76,26,4,world,603434
-227,74,35,4,world,603832
-228,77,43,4,world,604044
-224,79,44,4,world,604418
-222,77,25,4,world,603467
-232,79,44,4,world,604022
-225,79,24,4,world,603581
-222,79,45,4,world,604984
-221,79,40,4,world,604563
-216,75,26,4,world,605101
-221,79,39,4,world,604575
-221,79,41,4,world,604959
-227,79,39,4,world,605014
-212,64,64,4,world,606357
-197,57,80,4,world,606580
-197,68,34,4,world,605971
-211,64,60,4,world,606329
-197,69,34,4,world,605930
-209,59,72,4,world,606411
-205,64,39,4,world,607085
-193,66,44,4,world,607032
-234,71,64,4,world,607527
-227,65,55,4,world,607227
-247,72,61,4,world,607391
-186,62,59,4,world,606939
-191,66,51,4,world,607001
-210,67,40,4,world,607116
-247,73,61,4,world,607385
-237,72,59,4,world,607328
-242,72,69,4,world,607490
-249,68,41,4,world,607890
-228,71,38,4,world,608033
-230,74,51,4,world,608158
-221,77,26,4,world,608680
-222,76,36,4,world,608355
-220,76,27,4,world,608633
-215,79,39,4,world,609206
-216,79,38,4,world,609125
-229,74,51,4,world,608165
-221,76,43,4,world,608309
-220,75,47,4,world,608250
-209,79,38,4,world,609073
-220,80,25,4,world,610020
-215,80,38,4,world,610361
-224,80,31,4,world,610632
-221,76,36,4,world,611228
-225,80,24,4,world,611056
-217,76,34,4,world,611208
-221,76,36,4,world,611372
-210,79,35,4,world,611847
-223,76,41,4,world,612387
-226,80,27,4,world,612588
-224,76,26,4,world,612475
-210,81,31,4,world,612896
-226,80,36,4,world,613191
-219,80,38,4,world,613372
-218,68,37,4,world,613695
-225,80,24,4,world,614027
-223,69,38,4,world,613675
-217,81,30,4,world,612968
-222,69,38,4,world,613679
-225,73,32,4,world,613444
-213,69,36,4,world,613713
-220,76,31,4,world,614733
-216,80,31,4,world,614340
-221,76,30,4,world,614739
-223,76,26,4,world,614875
-226,80,29,4,world,615250
-212,80,30,4,world,614647
-221,81,24,4,world,614973
-223,76,30,4,world,614849
-224,76,38,4,world,615790
-221,76,35,4,world,615764
-221,76,35,4,world,616340
-222,76,26,4,world,616434
-220,81,30,4,world,617270
-222,76,32,4,world,616505
-219,80,30,4,world,617360
-219,81,30,4,world,617727
-222,81,30,4,world,619634
-224,80,35,4,world,619852
-93,67,-1,4,world,620805
-109,64,3,4,world,621009
