x,y,z,player,worldName,worldTime
-81,66,5,18,world,2706535
-38,72,36,18,world,2706851
-81,66,14,18,world,2706577
-71,66,15,18,world,2706622
-52,74,31,18,world,2706775
-73,66,15,18,world,2706614
-55,71,28,18,world,2706737
-25,71,33,18,world,2706923
-35,73,36,18,world,2706871
-12,68,45,18,world,2707025
45,83,30,18,world,2707453
41,83,37,18,world,2707403
81,74,14,18,world,2707652
38,82,42,18,world,2707315
44,84,30,18,world,2707446
70,78,15,18,world,2707591
87,74,7,18,world,2707697
43,84,39,18,world,2707344
50,80,28,18,world,2707480
111,64,-2,18,world,2708095
98,58,-45,18,world,2708303
80,62,-53,18,world,2708411
118,65,-17,18,world,2708158
116,65,-22,18,world,2708177
94,59,-48,18,world,2708333
118,64,-15,18,world,2708152
92,59,-49,18,world,2708340
60,64,-58,18,world,2708504
62,64,-55,18,world,2708585
70,64,-40,18,world,2708685
69,62,-56,18,world,2708458
58,64,-59,18,world,2708564
95,64,-18,18,world,2708841
56,64,-62,18,world,2708551
66,64,-48,18,world,2708626
97,65,-18,18,world,2708853
101,60,-26,18,world,2708928
80,60,-73,18,world,2709477
94,58,-38,18,world,2709001
87,62,-58,18,world,2709146
82,63,-71,18,world,2709455
75,60,-75,18,world,2709507
86,62,-59,18,world,2709154
84,60,-70,18,world,2709442
75,60,-76,18,world,2709512
87,53,-68,18,world,2709419
69,63,-77,18,world,2709564
61,58,-95,18,world,2709770
65,58,-93,18,world,2709746
64,58,-93,18,world,2709747
53,60,-95,18,world,2709833
43,61,-120,18,world,2710098
18,67,-157,18,world,2710601
31,66,-141,18,world,2710416
12,68,-155,18,world,2710575
26,64,-147,18,world,2710450
40,64,-163,18,world,2710745
42,63,-161,18,world,2711103
58,62,-155,18,world,2711286
60,62,-161,18,world,2711472
60,61,-164,18,world,2711409
60,62,-170,18,world,2711749
54,62,-184,18,world,2712044
49,62,-183,18,world,2712096
57,56,-165,18,world,2712418
47,62,-183,18,world,2712124
56,53,-167,18,world,2712347
52,61,-151,18,world,2712545
60,62,-138,18,world,2713198
70,58,-145,18,world,2713073
58,62,-137,18,world,2713217
41,61,-132,18,world,2713721
39,59,-132,18,world,2714087
42,67,-135,18,world,2715429
38,68,-136,18,world,2715444
32,51,-132,18,world,2717147
44,63,-132,18,world,2717324
36,55,-132,18,world,2717229
45,63,-132,18,world,2717333
41,66,-134,18,world,2717508
47,64,-128,18,world,2717745
44,62,-132,18,world,2718036
38,67,-134,18,world,2717524
32,67,-130,18,world,2717606
46,64,-134,18,world,2717844
33,52,-132,18,world,2718357
34,53,-132,18,world,2718459
39,58,-132,18,world,2718522
46,64,-131,18,world,2718612
42,61,-103,18,world,2718768
