x,y,z,player,worldName,worldTime
-115,64,3,25,world,8751007
-154,65,-2,25,world,8751152
-179,62,-19,25,world,8751401
-182,65,-28,25,world,8751480
-129,63,3,25,world,8751059
-178,63,-17,25,world,8751379
-188,70,-33,25,world,8751639
-160,66,-3,25,world,8751171
-178,63,-16,25,world,8751377
-201,69,-73,25,world,8752028
-185,70,-37,25,world,8751732
-200,71,-56,25,world,8751960
-195,84,-88,25,world,8752255
-198,83,-82,25,world,8760207
-196,83,-82,25,world,8760214
-202,71,-59,25,world,8751973
-193,83,-76,25,world,8760261
-197,80,-87,25,world,8760684
-198,83,-85,25,world,8760791
-189,83,-68,25,world,8760943
-188,60,-62,25,world,8761039
-191,64,-61,25,world,8761080
-202,71,-51,25,world,8761333
-195,74,-33,25,world,8761989
-189,71,-39,25,world,8761747
-210,74,-42,25,world,8762379
-248,71,-21,25,world,8762604
-247,71,-22,25,world,8762599
-201,72,-42,25,world,8762070
-186,69,-33,25,world,8761898
-233,73,-35,25,world,8762498
-242,72,-29,25,world,8762551
-288,64,24,25,world,8762970
-308,65,52,25,world,8763291
-312,66,51,25,world,8763313
-344,78,68,25,world,8763701
-311,66,51,25,world,8763308
-336,78,64,25,world,8763593
-263,64,8,25,world,8762809
-299,66,39,25,world,8763189
-280,61,19,25,world,8762914
-298,65,39,25,world,8763179
-329,71,65,25,world,8763463
-352,80,67,25,world,8763831
-334,75,62,25,world,8763500
-357,77,68,25,world,8763888
-376,84,67,25,world,8767573
-376,85,67,25,world,8767575
-370,80,63,25,world,8768322
-370,80,61,25,world,8767881
-370,81,64,25,world,8768327
-408,77,61,25,world,8768578
-388,87,65,25,world,8768439
-371,81,65,25,world,8768335
-376,84,67,25,world,8768371
-395,80,63,25,world,8768496
-451,68,64,25,world,8769256
-481,68,57,25,world,8769489
-484,69,56,25,world,8769510
-490,80,63,25,world,8769691
-462,69,66,25,world,8769329
-479,76,59,25,world,8769612
-499,85,67,25,world,8769894
-479,75,56,25,world,8769589
-514,76,95,25,world,8770509
-539,67,146,25,world,8771025
-509,85,89,25,world,8770438
-517,75,98,25,world,8770533
-514,78,94,25,world,8770503
