block,x,y,z,player,worldName,time
STONE,42,61,-132,17,world,2713616
DIRT,44,62,-132,17,world,2713500
OAK_LOG,77,69,-4,17,world,2721171
OAK_LOG,68,79,43,17,world,2721920
OAK_LOG,35,84,34,17,world,2722634
OAK_LOG,6,92,72,17,world,2723676
STONE,8,59,95,17,world,2726229
STONE,8,57,93,17,world,2726588
STONE,8,53,89,17,world,2736032
COAL_ORE,13,59,79,17,world,2738737
COAL_ORE,13,59,79,17,world,2738708
STONE,14,27,75,17,world,2741608
STONE,14,27,75,17,world,2741534
OAK_LEAVES,-256,72,-12,17,world,2748888
COPPER_ORE,-405,55,263,17,world,2753901
STONE,-406,55,261,17,world,2753571
STONE,-406,55,261,17,world,2754661
STONE,-406,53,263,17,world,2754919
STONE,-406,47,269,17,world,2755448
GRANITE,-406,42,274,17,world,2755838
STONE,-406,38,278,17,world,2756204
COAL_ORE,-406,31,285,17,world,2757157
COAL_ORE,-405,48,267,17,world,2764371
COPPER_ORE,-405,48,267,17,world,2765096
COAL_ORE,-412,25,288,17,world,2766464
GOLD_ORE,-415,25,290,17,world,2769534
STONE,-411,25,285,17,world,2770167
STONE,-404,25,290,17,world,2770893
OAK_PLANKS,-405,25,289,17,world,2784796
STONE,-406,27,290,17,world,2788152
